2013-11-11 18:57:28 [INFO] [ForgeModLoader] Forge Mod Loader version 6.2.62.871 for Minecraft 1.6.2 loading
2013-11-11 18:57:28 [INFO] [ForgeModLoader] Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_45, running on Windows 7:amd64:6.1, installed at C:\Program Files\Java\jre7
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Java classpath at launch is forge.jar
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Java library path at launch is C:\Windows\system32;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\AMD APP\bin\x86_64;C:\Program Files (x86)\AMD APP\bin\x86;C:\Program Files\Common Files\Microsoft Shared\Windows Live;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\ATI Technologies\ATI.ACE\Core-Static;C:\Program Files (x86)\Common Files\ACD Systems\EN;C:\Program Files (x86)\Common Files\ACD Systems;C:\Program Files (x86)\Smart Projects\IsoBuster;C:\Program Files (x86)\QuickTime\QTSystem\;C:\Program Files\Java\jdk1.7.0_45\bin;C:\Users\Daniel\Ant\apache-ant-1.9.2\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files (x86)\Java\jdk1.7.0_17\bin;C:\Users\Daniel\AppData\Local\Gource\cmd;.
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Enabling runtime deobfuscation
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Instantiating coremod class FMLCorePlugin
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Loaded coremod FMLCorePlugin
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Instantiating coremod class FMLForgePlugin
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Loaded coremod FMLForgePlugin
2013-11-11 18:57:28 [FINE] [ForgeModLoader] All fundamental core mods are successfully located
2013-11-11 18:57:28 [FINE] [ForgeModLoader] Discovering coremods
2013-11-11 18:57:28 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.AccessTransformer
2013-11-11 18:57:29 [INFO] [STDOUT] Loaded 39 rules from AccessTransformer config file fml_at.cfg
2013-11-11 18:57:29 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
2013-11-11 18:57:29 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
2013-11-11 18:57:29 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.ForgeAccessTransformer
2013-11-11 18:57:29 [INFO] [STDOUT] Loaded 107 rules from AccessTransformer config file forge_at.cfg
2013-11-11 18:57:29 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.EventTransformer
2013-11-11 18:57:29 [FINE] [ForgeModLoader] Running coremod plugins
2013-11-11 18:57:29 [FINE] [ForgeModLoader] Running coremod plugin FMLCorePlugin
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemMap (new size 6631)
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.storage.MapData (input size 4285), found 1 patch
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.storage.MapData (new size 6010)
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemShears (input size 1037), found 1 patch
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemShears (new size 3599)
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.item.EntityEnderPearl (input size 1164), found 1 patch
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.item.EntityEnderPearl (new size 2241)
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemSeedFood (input size 625), found 1 patch
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemSeedFood (new size 1911)
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemEmptyMap (input size 1301), found 1 patch
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemEmptyMap (new size 1643)
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.util.StringTranslate (input size 2953), found 1 patch
2013-11-11 18:57:32 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.util.StringTranslate (new size 3941)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.crafting.CraftingManager (input size 12618), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.crafting.CraftingManager (new size 13567)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemStack (input size 8938), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemStack (new size 15716)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.crafting.RecipeFireworks (input size 3419), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.crafting.RecipeFireworks (new size 3972)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.crafting.FurnaceRecipes (input size 2402), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.crafting.FurnaceRecipes (new size 4143)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.server.dedicated.DedicatedServer (input size 9460), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.server.dedicated.DedicatedServer (new size 11602)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.command.CommandHandler (input size 3939), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.command.CommandHandler (new size 5482)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.player.EntityPlayerMP (input size 16046), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.player.EntityPlayerMP (new size 20747)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.biome.WorldChunkManager (input size 3334), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.biome.WorldChunkManager (new size 5661)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.logging.LogAgent (input size 2403), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.logging.LogAgent (new size 3379)
2013-11-11 18:57:33 [INFO] [Minecraft-Server] Starting minecraft server version 1.6.2
2013-11-11 18:57:33 [INFO] [MinecraftForge] Attempting early MinecraftForge initialization
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.Block (input size 28719), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.Block (new size 49789)
2013-11-11 18:57:33 [INFO] [STDOUT] MinecraftForge v9.10.1.871 Initialized
2013-11-11 18:57:33 [INFO] [ForgeModLoader] MinecraftForge v9.10.1.871 Initialized
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.monster.EntityEnderman (input size 7850), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.monster.EntityEnderman (new size 9717)
2013-11-11 18:57:33 [INFO] [STDOUT] Replaced 101 ore recipies
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.crash.CrashReportCategory (input size 3954), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.crash.CrashReportCategory (new size 5656)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.crash.CallableSuspiciousClasses (input size 3241), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.crash.CallableSuspiciousClasses (new size 3877)
2013-11-11 18:57:33 [INFO] [MinecraftForge] Completed early MinecraftForge initialization
2013-11-11 18:57:33 [FINE] [ForgeModLoader] No config directory found, creating one: C:\Users\Daniel\Minecraft\Servers\Default MCForge server\config
2013-11-11 18:57:33 [INFO] [ForgeModLoader] Config directory created successfully
2013-11-11 18:57:33 [INFO] [ForgeModLoader] Reading custom logging properties from C:\Users\Daniel\Minecraft\Servers\Default MCForge server\config\logging.properties
2013-11-11 18:57:33 [OFF] [ForgeModLoader] Logging level for ForgeModLoader logging is set to ALL
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Building injected Mod Containers [cpw.mods.fml.common.FMLDummyContainer, net.minecraftforge.common.ForgeDummyContainer]
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Attempting to load mods contained in the minecraft jar file and associated classes
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Minecraft is a file at C:\Users\Daniel\Minecraft\Servers\Default MCForge server\forge.jar, loading
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Minecraft jar mods loaded successfully
2013-11-11 18:57:33 [INFO] [ForgeModLoader] Searching C:\Users\Daniel\Minecraft\Servers\Default MCForge server\mods for mods
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Examining file forge.jar for potential mods
2013-11-11 18:57:33 [FINE] [ForgeModLoader] The mod container forge.jar appears to be missing an mcmod.info file
2013-11-11 18:57:33 [INFO] [ForgeModLoader] Forge Mod Loader has identified 3 mods to load
2013-11-11 18:57:33 [FINER] [ForgeModLoader] Received a system property request ''
2013-11-11 18:57:33 [FINER] [ForgeModLoader] System property request managing the state of 0 mods
2013-11-11 18:57:33 [FINE] [ForgeModLoader] After merging, found state information for 0 mods
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Reloading logging properties from C:\Users\Daniel\Minecraft\Servers\Default MCForge server\config\logging.properties
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Reloaded logging properties
2013-11-11 18:57:33 [FINE] [mcp] Mod Logging channel mcp configured at default level.
2013-11-11 18:57:33 [INFO] [mcp] Activating mod mcp
2013-11-11 18:57:33 [FINE] [FML] Mod Logging channel FML configured at default level.
2013-11-11 18:57:33 [INFO] [FML] Activating mod FML
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Injecting found translation data in zip file forge.jar at assets/forge/lang/en_US.lang into language system
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.storage.SaveHandler (input size 4811), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.storage.SaveHandler (new size 6395)
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.storage.WorldInfo (input size 6986), found 1 patch
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.storage.WorldInfo (new size 9831)
2013-11-11 18:57:33 [FINE] [Forge] Mod Logging channel Forge configured at default level.
2013-11-11 18:57:33 [INFO] [Forge] Activating mod Forge
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Injecting found translation data in zip file forge.jar at assets/forge/lang/en_US.lang into language system
2013-11-11 18:57:33 [FINER] [ForgeModLoader] Verifying mod requirements are satisfied
2013-11-11 18:57:33 [FINER] [ForgeModLoader] All mod requirements are satisfied
2013-11-11 18:57:33 [FINER] [ForgeModLoader] Sorting mods into an ordered list
2013-11-11 18:57:33 [FINER] [ForgeModLoader] Mod sorting completed successfully
2013-11-11 18:57:33 [FINE] [ForgeModLoader] Mod sorting data
2013-11-11 18:57:33 [FINE] [ForgeModLoader] No user mods found to sort
2013-11-11 18:57:33 [FINEST] [mcp] Sending event FMLConstructionEvent to mod mcp
2013-11-11 18:57:33 [FINEST] [mcp] Sent event FMLConstructionEvent to mod mcp
2013-11-11 18:57:33 [FINEST] [FML] Sending event FMLConstructionEvent to mod FML
2013-11-11 18:57:33 [FINEST] [FML] Sent event FMLConstructionEvent to mod FML
2013-11-11 18:57:33 [FINEST] [Forge] Sending event FMLConstructionEvent to mod Forge
2013-11-11 18:57:33 [INFO] [ForgeModLoader] Registering Forge Packet Handler
2013-11-11 18:57:34 [FINEST] [ForgeModLoader] Testing mod Forge to verify it accepts its own version in a remote connection
2013-11-11 18:57:34 [FINEST] [ForgeModLoader] The mod Forge accepts its own version (9.10.1.871)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.network.packet.NetHandler (input size 4778), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.network.packet.NetHandler (new size 9784)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.network.NetServerHandler (input size 19321), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.network.NetServerHandler (new size 24530)
2013-11-11 18:57:34 [INFO] [ForgeModLoader] Succeeded registering Forge Packet Handler
2013-11-11 18:57:34 [FINEST] [Forge] Sent event FMLConstructionEvent to mod Forge
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Mod signature data
2013-11-11 18:57:34 [FINE] [ForgeModLoader] 	mcp(Minecraft Coder Pack:8.04): minecraft.jar (NO VALID CERTIFICATE FOUND)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] 	FML(Forge Mod Loader:6.2.62.871): forge.jar (e3c3d50c7c986df74c645c0ac54639741c90a557)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] 	Forge(Minecraft Forge:9.10.1.871): forge.jar (NO VALID CERTIFICATE FOUND)
2013-11-11 18:57:34 [FINEST] [mcp] Sending event FMLPreInitializationEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [mcp] Sent event FMLPreInitializationEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [FML] Sending event FMLPreInitializationEvent to mod FML
2013-11-11 18:57:34 [FINEST] [FML] Sent event FMLPreInitializationEvent to mod FML
2013-11-11 18:57:34 [FINEST] [Forge] Sending event FMLPreInitializationEvent to mod Forge
2013-11-11 18:57:34 [INFO] [ForgeModLoader] Configured a dormant chunk cache size of 0
2013-11-11 18:57:34 [FINEST] [Forge] Sent event FMLPreInitializationEvent to mod Forge
2013-11-11 18:57:34 [INFO] [Minecraft-Server] Loading properties
2013-11-11 18:57:34 [WARNING] [Minecraft-Server] server.properties does not exist
2013-11-11 18:57:34 [INFO] [Minecraft-Server] Generating new properties file
2013-11-11 18:57:34 [INFO] [Minecraft-Server] Default game type: SURVIVAL
2013-11-11 18:57:34 [INFO] [Minecraft-Server] Generating keypair
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.util.CryptManager (input size 4572), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.util.CryptManager (new size 7176)
2013-11-11 18:57:34 [INFO] [Minecraft-Server] Starting Minecraft server on *:25565
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.server.ServerListenThread (input size 3120), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.server.ServerListenThread (new size 4327)
2013-11-11 18:57:34 [FINEST] [mcp] Sending event FMLInitializationEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [mcp] Sent event FMLInitializationEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [FML] Sending event FMLInitializationEvent to mod FML
2013-11-11 18:57:34 [FINEST] [FML] Sent event FMLInitializationEvent to mod FML
2013-11-11 18:57:34 [FINEST] [Forge] Sending event FMLInitializationEvent to mod Forge
2013-11-11 18:57:34 [FINEST] [Forge] Sent event FMLInitializationEvent to mod Forge
2013-11-11 18:57:34 [FINEST] [ForgeModLoader] Attempting to deliver 0 IMC messages to mod mcp
2013-11-11 18:57:34 [FINEST] [mcp] Sending event IMCEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [mcp] Sent event IMCEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [ForgeModLoader] Attempting to deliver 0 IMC messages to mod FML
2013-11-11 18:57:34 [FINEST] [FML] Sending event IMCEvent to mod FML
2013-11-11 18:57:34 [FINEST] [FML] Sent event IMCEvent to mod FML
2013-11-11 18:57:34 [FINEST] [ForgeModLoader] Attempting to deliver 0 IMC messages to mod Forge
2013-11-11 18:57:34 [FINEST] [Forge] Sending event IMCEvent to mod Forge
2013-11-11 18:57:34 [FINEST] [Forge] Sent event IMCEvent to mod Forge
2013-11-11 18:57:34 [FINEST] [mcp] Sending event FMLPostInitializationEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [mcp] Sent event FMLPostInitializationEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [FML] Sending event FMLPostInitializationEvent to mod FML
2013-11-11 18:57:34 [FINEST] [FML] Sent event FMLPostInitializationEvent to mod FML
2013-11-11 18:57:34 [FINEST] [Forge] Sending event FMLPostInitializationEvent to mod Forge
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.biome.BiomeGenBase (input size 5752), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.biome.BiomeGenBase (new size 8880)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.biome.BiomeDecorator (input size 5564), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.biome.BiomeDecorator (new size 9450)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.biome.BiomeDecorator (input size 5564), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.biome.BiomeDecorator (new size 9450)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenBigTree (input size 5987), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenBigTree (new size 7940)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenTrees (input size 2816), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenTrees (new size 4364)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenTallGrass (input size 782), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenTallGrass (new size 1124)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenForest (input size 1421), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenForest (new size 2567)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenSwamp (input size 2197), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenSwamp (new size 3203)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenMinable (input size 1534), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenMinable (new size 2563)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenBigMushroom (input size 1924), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenBigMushroom (new size 2814)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.passive.EntitySheep (input size 5400), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.passive.EntitySheep (new size 7520)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.monster.EntitySlime (input size 5159), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.monster.EntitySlime (new size 6093)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenTaiga1 (input size 1541), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenTaiga1 (new size 2502)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenTaiga2 (input size 1629), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenTaiga2 (new size 2822)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.boss.EntityDragon (input size 10929), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.boss.EntityDragon (new size 13160)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.passive.EntityMooshroom (input size 1667), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.passive.EntityMooshroom (new size 2521)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenShrub (input size 990), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenShrub (new size 1506)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.feature.WorldGenHugeTrees (input size 2993), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.feature.WorldGenHugeTrees (new size 4592)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.passive.EntityOcelot (input size 5673), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.passive.EntityOcelot (new size 6765)
2013-11-11 18:57:34 [FINEST] [Forge] Sent event FMLPostInitializationEvent to mod Forge
2013-11-11 18:57:34 [FINEST] [mcp] Sending event FMLLoadCompleteEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [mcp] Sent event FMLLoadCompleteEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [FML] Sending event FMLLoadCompleteEvent to mod FML
2013-11-11 18:57:34 [FINEST] [FML] Sent event FMLLoadCompleteEvent to mod FML
2013-11-11 18:57:34 [FINEST] [Forge] Sending event FMLLoadCompleteEvent to mod Forge
2013-11-11 18:57:34 [FINEST] [Forge] Sent event FMLLoadCompleteEvent to mod Forge
2013-11-11 18:57:34 [INFO] [ForgeModLoader] Forge Mod Loader has successfully loaded 3 mods
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.network.packet.Packet1Login (input size 1643), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.network.packet.Packet1Login (new size 2505)
2013-11-11 18:57:34 [WARNING] [Minecraft-Server] Failed to load operators list: java.io.FileNotFoundException: .\ops.txt (Het systeem kan het opgegeven bestand niet vinden)
2013-11-11 18:57:34 [WARNING] [Minecraft-Server] Failed to load white-list: java.io.FileNotFoundException: .\white-list.txt (Het systeem kan het opgegeven bestand niet vinden)
2013-11-11 18:57:34 [FINEST] [mcp] Sending event FMLServerAboutToStartEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [mcp] Sent event FMLServerAboutToStartEvent to mod mcp
2013-11-11 18:57:34 [FINEST] [FML] Sending event FMLServerAboutToStartEvent to mod FML
2013-11-11 18:57:34 [FINEST] [FML] Sent event FMLServerAboutToStartEvent to mod FML
2013-11-11 18:57:34 [FINEST] [Forge] Sending event FMLServerAboutToStartEvent to mod Forge
2013-11-11 18:57:34 [FINEST] [Forge] Sent event FMLServerAboutToStartEvent to mod Forge
2013-11-11 18:57:34 [INFO] [Minecraft-Server] Preparing level "world"
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.chunk.storage.AnvilSaveHandler (input size 967), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.chunk.storage.AnvilSaveHandler (new size 1359)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.village.VillageCollection (input size 4626), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.village.VillageCollection (new size 6014)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.util.WeightedRandomChestContent (input size 1496), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.util.WeightedRandomChestContent (new size 2532)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.WorldProvider (input size 2328), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.WorldProvider (new size 9679)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.layer.GenLayer (input size 2163), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.layer.GenLayer (new size 3742)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.layer.GenLayerBiome (input size 1054), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.layer.GenLayerBiome (new size 1205)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.chunk.storage.AnvilChunkLoader (input size 8059), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.chunk.storage.AnvilChunkLoader (new size 11187)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.ChunkProviderServer (input size 5049), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.ChunkProviderServer (new size 7487)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.chunk.Chunk (input size 14285), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.chunk.Chunk (new size 22237)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.ChunkProviderGenerate (input size 8928), found 1 patch
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.gen.ChunkProviderGenerate (new size 13882)
2013-11-11 18:57:34 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.gen.MapGenCaves (input size 3540), found 1 patch
